comments,cleaned_comments,sentiment,sentiment_label
"Memang udang2 seperti ini harus di sahkan,dgn SDM rata2 rakyat indo yg minim,dgn begini biyar mulut2 rakyat indo sedikit tersekolahkan",udang sahkandgn sdm rakyat indo minimdgn biyar mulut rakyat indo sekolah,LABEL_2,0
Tak ada pejabat apa pun itu hanya bajingan semua itu meresa kan masarakat aja tunggu aja tgl main ya pejabat,jabat bajing resa masarakat tunggu tgl main jabat,LABEL_1,1
Kapan kita nepalkan Indonesia,nepalkan indonesia,LABEL_2,0
Kok kuhap nya lebih berpihak ke pejabat ketimbang ke rakyat enak nya jadi pejabat di negeri ini selalu di lindungi  kuhap sedangkan masyakat secara tidak langsung di bungkam.,hap pihak jabat ketimbang rakyat enak jabat negeri lindung hap masyakat langsung bungkam,LABEL_2,0
Nepal contoh yang baik sekarang. Untuk melengserkan pejabat koruptor. Jika semua masyarakat kompak maka undang2 ini tidak akan berlaku. Maju saatnya masyarakat sendiri yang menentukan arah dan tujuan negara ini gimana 💪💪💪,nepal contoh lengser jabat koruptor masyarakat kompak undang laku maju masyarakat tentu arah tuju negara gimana,LABEL_2,0
RUU perampasan aset kenapa tidak di sahkan kenapa ?,ruu ampas aset sahkan,LABEL_1,1
Aku setuju' KUHP ini di terapkan,tuju kuhp terap,LABEL_1,1
Aku setuju jika KUHAP ini berlaku di Indonesia,tuju hap laku indonesia,LABEL_1,1
Satu lagi pasal omon-omon antartika,pasal omonomon antartika,LABEL_1,1
"yg buat uu ini untuk kepentingan mereka sendiri, rakyat tanpa pejabat, dpr, pemerintah, msh ttp hidup
mereka lupa bahwa mereka hanyalah pelayan rakyat, tapi mereka seperti penguasa abadi",penting rakyat jabat dpr perintah msh ttp hidup lupa layan rakyat kuasa abadi,LABEL_2,0
ok gas ok gas,gas gas,LABEL_2,0
Gw mah setuju karna sangat miris jika pemimpin di ejek atau di jelek2kan mantap,mah tuju miris pimpin ejek jelek mantap,LABEL_2,0
Pasal yang bikin rakyat semakin kejepit GK bisa bersuara ini membunuh demokrasi,pasal rakyat jepit suara bunuh demokrasi,LABEL_2,0
Setuju banget karena di Indonesia yg ga senang pada pemerintah atau mantan pejabat terang terangan ga ada Aqlak ❤ berarti KUHAP merombak total mental jahiliah yg meresahkan 😂,tuju indonesia senang perintah mantan jabat terang terang aqlak hap rombak total mental jahiliah resah,LABEL_2,0
"Bikin kuhap abal2. 
Membungkam apresiasi rakyat.",hap abal bungkam apresiasi rakyat,LABEL_1,1
Yaalah bersatu lah rakyat masarakat bikin hukum rimba semua nya ngk pandang. Bulu...,yaalah satu rakyat masarakat hukum rimba ngk pandang bulu,LABEL_2,0
SELAMAT DATANG ORBA,selamat orba,LABEL_0,2
Salah pilih presiden awal mulanya,salah pilih presiden,LABEL_2,0
"KALAU SUDAH BEGINI, KITA HARUS BENAR² SADAR WAHAI RAKYAT, SEJAK KAPAN KITA DI JAJAH ATURAN, APAKAH KITA MASIH MEMILIH PEMIMPIN YANG MENCEKIK RAKYAT, SEMENTARA PERAMPOK UANG NEGARA RINGAN, BAHKAN TIDAK DI SENTUH HUKUM, ASTAGHFIRULLAH",sadar rakyat jajah atur pilih pimpin cekik rakyat rampok uang negara ringan sentuh hukum astaghfirullah,LABEL_2,0
Kuhap tai anjing..,hap tai anjing,LABEL_2,0
"Yo yo yo
Makin kkoh kekuatan dpr dan aparatnya dengn bikin undang2 untuk mensejahterakn anggotnya masing2",kkoh kuat dpr aparat dengn undang mensejahterakn anggotnya,LABEL_2,0
😂😂😂 KUHP yg dibuat2,kuhp,LABEL_2,0
Ya lupa janji 19 juta lapangan kerja mana?,lupa janji juta lapang kerja,LABEL_2,0
Emang presiden kita ini punya kehormatan?,presiden hormat,LABEL_1,1
"UU perampasan aset koruptor kapan di sahkan, semua yang menguntungkan penguasa cepat jadi kalo hukum koruptor seperti mimpi",ampas aset koruptor sahkan untung kuasa cepat hukum koruptor mimpi,LABEL_2,0
Yg ditunggu rakyat seluruh NKRI UU perampasan aset korupsi dan hukuman mati kapan disahkan,tunggu rakyat nkri ampas aset korupsi hukum mati sah,LABEL_2,0
"Aneh,,Harusnya hukum di negara ini itu memakai kata minimal jgn maksimal",anehharusnya hukum negara pakai minimal jgn maksimal,LABEL_2,0
"Pemerintah mementingkan isi perut ny saja,,",perintah penting isi perut,LABEL_0,2
"Menyebarkan Meme, Penjara 5 Tahun. KORUPSI PENJARA BEBERAPA TAHUN. 

WOW!!! SUNGGUH BERAT HISAB KALIAN!!!",sebar meme penjara korupsi penjara wow sungguh berat hisab,LABEL_2,0
KUHP yg bijak sama rakyat jgn memberatkan beban sama rakyat aja kita hdp satu bangsa satu bendera Baek yg miskin maupun yg kaya Baek rakyat maupun pejabat yg SG mlangar atou yg salah yaharuss dihukum,kuhp bijak rakyat jgn berat beban rakyat hdp bangsa bendera baek miskin kaya baek rakyat jabat mlangar atou salah yaharuss hukum,LABEL_2,0
Speechless....😢,speechless,LABEL_0,2
"mau menjarakan rakyat indonesia fix ini "" RAKYAT VS PEMERINTAH""",jara rakyat indonesia fix rakyat perintah,LABEL_2,0
Mengerikan beginian cepat amat sah nya dari segi untuk rakyat tidak terlalu bermanfaat. Padahal hal lain lebih banyak yang lebih urgent untuk rakyat,keri cepat sah segi rakyat manfaat urgent rakyat,LABEL_0,2
harus di nepalkan ini indo,nepalkan indo,LABEL_2,0
harus demo kompak seluruh indo bubarkan dpr,demo kompak indo bubar dpr,LABEL_2,0
pemerintah ngawur tolol DPR goblok,perintah ngawur tolol dpr goblok,LABEL_2,0
Dpr goblok,dpr goblok,LABEL_2,0
menuju era kerajaan,era raja,LABEL_2,0
"Alhamdulillah seneng y jadi orang indonesia walau d dunia hidup d tekan tapi setelah mati dosa kita sudah d tanggung sama pejabat, dr mulau kampanye mereka berjanji akan mensejahtrakan rakyat. Terima kasih aturan y kami insya allah akan masuk surga karna dosa dosa kita sudah ada yg ngambil.",alhamdulillah neng orang indonesia dunia hidup tekan mati dosa tanggung jabat mulau kampanye janji mensejahtrakan rakyat terima kasih atur insya allah masuk surga dosa dosa ngambil,LABEL_2,0
Kalau gitu pasal tentang kebebasan mengemukakan pendapat gimana ya kok rancuuuu 😂,pasal bebas muka dapat gimana rancuuuu,LABEL_2,0
Jangan lupa golput pemilu yg akan datang,lupa golput milu,LABEL_2,0
Kaga jalas kacao presiden kita,kaga jalas kacao presiden,LABEL_2,0
Nggk terlihat baju coklat ya,nggk baju coklat,LABEL_2,0
DPR CUMA HEBAT BIKIN SAMPAH..BUANG2 ANGGARAN NEGARA,dpr hebat sampahbuang anggar negara,LABEL_2,0
"Gawat,pemerintah telah memasang TAMENG...!!!???",gawatpemerintah pasang tameng,LABEL_2,0
ganti presidennya,ganti presiden,LABEL_2,0
"Mantap sya sngat setuju, biar bnyak yg kepanasan..😂😂😂",mantap sya sngat tuju biar bnyak panas,LABEL_0,2
Ini pertanda kalau pemerintah anti kritik,tanda perintah anti kritik,LABEL_2,0
Kesewenang-wenangan.. Demo serentak,kesewenangwenangan demo serentak,LABEL_1,1
Geng telur busuk,geng telur busuk,LABEL_2,0
Dithn 2029 gak usah pilih legeslatif selalu merugikan rakyat,dithn pilih legeslatif rugi rakyat,LABEL_2,0
"Berarti kritik membangun masih di bolehkan.., 
Hanya menghina yang di larang kan? 
Kalau itu saya setuju, karena menghina tidak membangun, agar negara berumur ribuan sampai jutaan tahun kedepannya... 

Untuk pasal pendemo juga oke... Tapi nanti polisi di depan masyarakat sebagai penengah dan menyiapkan demo tanpa anarki, biar posisi lebih aman sebagai anak bangsa juga ... 
Jepang saja demo saya lihat rapi, malahan polisi kawal dengan baik untuk masyarakat atau mahasiswa untuk penyampaian aspirasi... 
Pendapat saya sih...",kritik bangun boleh hina larang tuju hina bangun negara umur ribu juta depan pasal demo oke polisi masyarakat tengah demo anarki biar posisi aman anak bangsa jepang demo lihat rapi polisi kawal masyarakat mahasiswa sampai aspirasi dapat,LABEL_2,0
"Masyarakat tetap akan menghujat dan menghina apabila  kritik tidak didengar,, Lebih baik jangan jadi pejabat kalau tidak mau dikritik, dihina apalagi dihujat.. Dan Masyarakat pasti akan menghina dan menghujat apabila kebijakan yg dibuat merugikan dan tidak pro rakyat.. terlebih lagi kalau kritik tidak didengaar",masyarakat hujat hina kritik dengar jabat kritik hina hujat masyarakat hina hujat bijak rugi pro rakyat kritik didengaar,LABEL_2,0
Pretty,pretty,LABEL_0,2
Ora mutu... 😁😁,ora mutu,LABEL_2,0
lemaga korup,laga korup,LABEL_2,0
Pengesahan undang undang perampasan aset kok gak ada😂😂,kesah undang undang ampas aset,LABEL_2,0
Yg wajib di sahkan adalah UU perampasan aset kalo yg kayak bgini UU pembungkaman aspirasi rakyat namanya,sahkan ampas aset bgini bungkam aspirasi rakyat nama,LABEL_1,1
Perampasan aset kapan di tanda tangan,ampas aset tanda tangan,LABEL_1,1
Ini undang undang buat tameng Mereke,undang undang tameng mereke,LABEL_1,1
Makin kacau ini negara,kacau negara,LABEL_2,0
Gmn dengan koruptor.?,gmn koruptor,LABEL_2,0
"Kalau rakyat salah di penjara, kalau pejabat salah apa lagi koropsi di lindungi , negara apa ini",rakyat salah penjara jabat salah koropsi lindung negara,LABEL_2,0
"Terlalu banyak pasal, jadi banyak masalah😅",pasal,LABEL_2,0
"lalu kalau persiden dan wakilnya tidak bisa bemuat rakyat seja tera, hukumanya apa ya lor",persiden wakil buat rakyat seja tera hukumanya lor,LABEL_2,0
😂😂😂😂 buat korupsi sama perusak alam gak ada hukum nya..,korupsi usak alam hukum,LABEL_2,0
MenJiJikan.. gini amat cara orang yang digaji rakyat kelakuan nya.,jijik gin orang gaji rakyat laku,LABEL_2,0
Bagai mana kalo para pejabat... Melanggar,jabat langgar,LABEL_2,0
"Cukup pak Prabowo satu periode... 
Jangan tambah lagi. 🤯🤯",prabowo periode,LABEL_1,1
perampasan yg rakyat inginkan  malah rakyat di cekik duluan,ampas rakyat rakyat cekik duluan,LABEL_2,0
Gmn mau demokrasinya kalo anti kritik model gini,gmn demokrasi anti kritik model gin,LABEL_2,0
Gas...cocok.,gascocok,LABEL_2,0
"Semakin sempit aja ni, Ruang publik untuk Berdemokrasi, kayaknya pemerintah takut di Nepalkan. UUD Perampasan Aset Koruptor mana Woy, Rakyat sudah muak, sekian lama UUD itu tak kunjung di sahkan.",sempit ruang publik demokrasi kayak perintah takut nepalkan uud ampas aset koruptor woy rakyat muak sekian uud kunjung sahkan,LABEL_2,0
"😂😂😂😂 gendeng... tambahkan gak jelas. wkwk yang wajib itu perampasan aset koruptor, berzina lebih berat hukumannya. gendeng Kabeh. edannn.",gendeng tambah ampas aset koruptor zina berat hukum gendeng kabeh edannn,LABEL_2,0
"Sepertinya UUD perampasan aset sampai kiamatpun tidak akan di sahkan,kalah gercep sama KUHP-KUHAP edisi terbaru hadehhh NKRI 😭😭😭.",uud ampas aset kiamat sahkankalah gercep kuhpkuhap edisi baru hadehhh nkri,LABEL_2,0
"Tidak penting bagi rakyat tp masih penting pengesahan perampasan aset koreptor mana,takut yaaa para maling"" uang rakyat",rakyat kesah ampas aset koreptor manatakut yaaa maling uang rakyat,LABEL_2,0
"Kl saya ningguin berita...pengesahan undang"" 
Hukim mati koruptor dan perampasan aset koruptor....",ningguin beritapengesahan undang hukim mati koruptor ampas aset koruptor,LABEL_2,0
"INI  NEGARA  DEMOKRASI..
UU  ITU  BERLAKU  BUAT  KERAJAAN..",negara demokrasi laku raja,LABEL_0,2
"KALAU  IYA  BENER..
MUNGKIN  RAKYAT  BANYAK  YG  TIDUR  MAKAN  DI  TAHANAN.. /  PENJARA..",iya bener rakyat tidur makan tahan penjara,LABEL_2,0
Nan tilembags dan pemerintah tidaknya SE mena2  uang rakyat buat kekayaan pribadi apakah rakyat Harun diam rakyat trauma dgn perilaku jkw tapi kasus ny ga di tangani secara serius,nan tilembags perintah mena uang rakyat kaya pribadi rakyat harun diam rakyat trauma dgn perilaku jkw tangan serius,LABEL_2,0
"Takut di kritik y,jd ada undang undang nya...jgn jdi pemimpin lah kalau g mau d kritik...",takut kritik yjd undang undang nyajgn jdi pimpin kritik,LABEL_2,0
"ayo rakyat Indonesia bersatu, jangan lagi pilih dpr yang tak berpihak ke rakyat",ayo rakyat indonesia satu pilih dpr pihak rakyat,LABEL_2,0
"Lha......
Pasal hukuman mati bagi para koruptor kok nggak ada
Ini demi kepentingan siapa ya,rakyat atau individu",lha pasal hukum mati koruptor nggak penting yarakyat individu,LABEL_2,0
Pasal perampasan asset koruptor kemana?,pasal ampas asset koruptor mana,LABEL_2,0
"Sama aja KUHAP sewenang-wenang,",hap sewenangwenang,LABEL_1,1
"Kalo tidak ingin direndahkan oleh rakyat,introfeksi diri dong.UU hanya untuk melindungi petinggi negara Konoha.",rendah rakyatintrofeksi donguu lindung petinggi negara konoha,LABEL_2,0
Lengah dikit masuk angin dan bikin pusing kepala 🙃,lengah dikit masuk angin pusing kepala,LABEL_2,0
"Hukum perampasan aset dan hukuman mati koruptor...
Mana ???
Hilang begitu sahaja😊",hukum ampas aset hukum mati koruptor hilang sahaja,LABEL_2,0
apakabar hukuman bagi tersangka korup?,apakabar hukum sangka korup,LABEL_2,0
"Ini isi komentar tim sakit hati, hi bro ketua DPR aja masih kubu PDI lagi susah di sahkan UU perampasan aset korupsi 
Kecuali ketua DPR diganti",isi komentar tim sakit hati ketua dpr kubu pdi susah sahkan ampas aset korupsi kecuali ketua dpr ganti,LABEL_2,0
wah para pembuat konten..  harus hati hati ini😅.. bisa kena pasal,buat konten hati hati kena pasal,LABEL_2,0
Kuhp untuk yang mengibarkan berndera di atas bendera meraputihnya mana. Karnalebih berbahaya buat dpr yang cerdas😂,kuhp kibar berndera bendera meraputihnya karnalebih bahaya dpr cerdas,LABEL_2,0
Keturunannya dari pmrinth sebelumnya😂,turun pmrinth,LABEL_0,2
KEKUASAAN MULAI LAGI MENUNJUKKAN PENERUSNYA,kuasa terus,LABEL_0,2
Kasih uang hbis perkara (kuhp) koruptor kenyang di lembaga pungli berkuasa,kasih uang hbis perkara kuhp koruptor kenyang lembaga pungli kuasa,LABEL_2,0
Lain kali gak usah milih siapapun utk urusan pemerintah. Dia dipilih oleh rakyat namun setelah dapat jabatan jadi membatasi hak rakyat.,milih utk urus perintah pilih rakyat jabat batas hak rakyat,LABEL_2,0
"Gimana jika seorang rakyat biasa mengalami penyerang kehormatan/harkat & martabatnya dimuka umum, contohnya yg sering terjadi kasus di bully, apakah ada tindakan pidananya? Jika ada mohon dijelaskan jika belum mohon dibuatkan KHUP & KUHAP dgn hukuman yg sm pidana 3th / denda nya. 
Agar org yg suka bully bs mikir dua x mau melakukanya.",gimana rakyat alami serang kehormatanharkat martabat muka contoh bully tindak pidana mohon mohon buat khup hap dgn hukum pidana denda org suka bully mikir melakukanya,LABEL_2,0
Gas kan.. harga diri negara pada pemimpin,gas harga negara pimpin,LABEL_1,1
Mirip orde baru,orde,LABEL_2,0
"Undang undang gak jelas rakyat lagi susah.... Sah kan undang undang pejabat korupsi hukum miskin kan, harta di sita negara.. Kan ada pemasukan buat negara buat bayar utang negara.. Begitu josss",undang undang rakyat susah sah undang undang jabat korupsi hukum miskin harta sita negara pasu negara bayar utang negara josss,LABEL_2,0
"Tiada hari kerjanya hanya memikirkan gimana cara menkriminalisasi & menjerat hukum untuk rkyat...
 Entah kapan kerja untuk kemakmuran, kesejahteraan & ekonomi rakyat serta membuka 19jt lapngan  kerja...
#kacau_kacau_kacau...",tiada kerja pikir gimana menkriminalisasi jerat hukum rkyat kerja makmur sejahtera ekonomi rakyat buka lapngan kerja kacaukacaukacau,LABEL_2,0
"Tapi jangan sampai mengkritik dianggap menghina,,,",kritik anggap hina,LABEL_2,0
Kabur aja dulu,kabur,LABEL_2,0
"TRUS UUD PERAMPASAN ASET DAN KORUPTOR ITU BAGAIMANA,,
APAKAH SUDAH DI SAHKAN",trus uud ampas aset koruptor sahkan,LABEL_2,0
UUD ini untuk mengamankan gibran vs roy suryo😂😂,uud aman gibran roy suryo,LABEL_1,1
tidak perlu melihat undang2 karena perangkat negara ini memang babi haram jadah,undang perangkat negara babi haram jadah,LABEL_2,0
"Intinya rakyat di batasi , tidak boleh protes & kritik pemerintah",inti rakyat batas protes kritik perintah,LABEL_2,0
Ga adil tuh .,adil,LABEL_0,2
Nauzubillah min Zalik,nauzubillah zalik,LABEL_0,2
"Menurut saya ni bagus untuk membentuk ahlak masyarakat yg lebih baik dari sekarang tapi ada kurang nya kuat seharus nya bagi pelakor yg merayu untuk istri orang atau anak orang lain untuk melakukan yg hal yang tidak seronok harus di hukum 10 tahun karna mereka lah yg selalu merayu dengan harta, tah tah dan jabatan maka banyak yg jadi korban wanita maka yg lebih berat yg merayu dan pelakor nya trimakasih",bagus bentuk ahlak masyarakat kuat harus pelakor rayu istri orang anak orang seronok hukum rayu harta tah tah jabat korban wanita berat rayu pelakor trimakasih,LABEL_2,0
"Ujuk rasa di pidana ,penjara mana yang muat nampung ujuk rasa yang jumlahnya bisa sampai ratusan ribu 😂😂😂😂😂 .....
UUD koruptor manah ,apa nunggu Allah SWT yang bertidak ?
Rubah lah sebelum kmu di rubah oleh Allah SWT.",ujuk pidana penjara muat nampung ujuk ratus ribu uud koruptor manah nunggu allah swt tidak rubah kmu rubah allah swt,LABEL_2,0
Uud hukum mati korupsi napa blm sah juga yq😢,uud hukum mati korupsi napa blm sah,LABEL_2,0
KUHP PERAMPASAN ASET KORUPTOR MANA....??!!!,kuhp ampas aset koruptor,LABEL_2,0
Mbelgedes,mbelgedes,LABEL_2,0
Rusaklah negeri ini dg bunyi pasal ini...,rusak negeri bunyi pasal,LABEL_2,0
Satu kata REVOLUSI RAKYAT ✊✊✊,revolusi rakyat,LABEL_2,0
Harus nya lbh berat sebsb sangat meresahkan para pembenci yg gak beradab setuju NKRI tetap satu nusa satu bangsa.,lbh berat sebsb resah benci adab tuju nkri nusa bangsa,LABEL_2,0
DPR sekarang Emang ZTIDAK MEWAKILI RAKYAT..,dpr ztidak wakil rakyat,LABEL_2,0
"Woww ini JELAS2 KUHP KUHAP buat melindungi pejabat bobrok ... Bukan UU di buat untuk Rakyat kbnykan.. 
Detailnya Masy akan di BUNGKAM, Menjerat siapapun yg  menyuarakan kritik Kpda pejabat dan Lembaga pemetintah",woww kuhp hap lindung jabat bobrok rakyat kbnykan detail masy bungkam jerat suara kritik kpda jabat lembaga tin,LABEL_2,0
Jir ngk bisa lagi buly fufufafa😅,jir ngk buly fufufafa,LABEL_2,0
"Nauzubilahhiminzalik ya Allah, kita tdk boleh bersuara 💔",nauzubilahhiminzalik allah tdk suara,LABEL_2,0
"Kalau ga di revisi, Nepal kan yu",revisi nepal,LABEL_1,1
Padahal saya sangat berharap hukuman mati buat koruptor dan perampasan aset2 nya.. Karena mereka ibarat virus mematikan negeri ini..,harap hukum mati koruptor ampas aset virus mati negeri,LABEL_2,0
"KUHP, KUHAP penjarakan fufufafa dan adili Jokowi berijazah palsu dan kasus nikel raja Ampat, KA cepat, IKN, pagar laut, pembalakan liar di Sumatera, Bandara morowali",kuhp hap penjara fufufafa adil jokowi ijazah palsu nikel raja ampat cepat ikn pagar laut bala liar sumatera bandara morowali,LABEL_2,0
Buat hukuman kok  semua rakyat disuruh diam rakyat di bungkam  apa negara mau mengurusi rakya sepenuhnya kalau negara indonesia diinjak injak oleh negara asing rakyat suruh diam,hukum rakyat suruh diam rakyat bungkam negara urus rakya sepenuh negara indonesia injak injak negara asing rakyat suruh diam,LABEL_2,0
"SETELAH SI TUKANG TIPU LENGSER,TIMBUL LAH SI OMON-OMON BERAK SEKEBON",tukang tipu lengsertimbul omonomon berak kebon,LABEL_2,0
"Enak zaman pak jokowi dong❤😊, selamat datang kembali zaman orba.",enak zaman jokowi selamat zaman orba,LABEL_0,2
Bodoh amat kalo korup hartanya di sita dan dihukum mati mati mati mati keluarga di asingkan,bodoh korup harta sita hukum mati mati mati mati keluarga asing,LABEL_2,0
Manusia di muka bumi takut pada pemerintah sekarang dengan aturan yg makin banyak. Melebihi kuasa tuhan 😂,manusia muka bumi takut perintah atur lebih kuasa tuhan,LABEL_2,0
"Makin ancur aja ini....

Kpla ku sdh pusing 7 keliling",ancur kpla sdh pusing keliling,LABEL_2,0
rakyat masih diam,rakyat diam,LABEL_2,0
Jadi pejabat aja semua .jangan ada masyarakat lagi.,jabat masyarakat,LABEL_1,1
"Udah anggap aja angin lewat, gk usah didengar, dpr bales dendam Sahroni cs balik lg ke dpr😂",anggap angin dengar dpr bales dendam sahroni dpr,LABEL_2,0
